width	height	description	isModerated	moderatedBy	predicted
1_38_118	365	53	обнимает	1	Norlist	
1_38_119	322	69	обнимает,	1	Norlist	
1_38_120	309	70	обнимает	1	Norlist	
1_38_123	392	69	обнимает,	1	Norlist	
1_38_165	353	64	обнимает,	1	Norlist	
1_38_169	301	50	обнимает,	1	Norlist	
1_38_172	358	38	обнимает,	1	Norlist	
1_38_177	312	44	обнимает	1	Norlist	
1_38_179	352	73	обнимает,	1	Norlist	
1_38_189	442	44	обнимает	1	Norlist	
1_38_210	304	67	обнимает,	1	Norlist	
1_38_221	341	44	обнимает,	1	Norlist	
1_38_222	188	28	обнимает	1	Norlist	
1_38_63	324	63	обнимает,	1	Norlist	
1_38_637	290	61	обнимает	1	Norlist	
1_38_638_	320	58	обнимает,	1	Norlist	
1_38_639	418	83	обнимает,	1	Norlist	
1_38_640	455	74	обнимает	1	Norlist	
1_38_641	397	57	обнимает	1	Norlist	
1_38_642_	420	78	обнимает,	1	Norlist	
1_38_643	347	73	обнимает,	1	Norlist	
1_38_644	338	69	обнимает,	1	Norlist	
1_38_646	292	55	обнимаеи	1	Norlist	
1_38_647	254	68	обнимает,	1	Norlist	
1_38_648	487	85	обнимает,	1	Norlist	
1_38_649	294	60	обнимает,	1	Norlist	
1_38_650	501	58	обнимает,	1	Norlist	
1_38_651	352	81	обнимает,	1	Norlist	
1_38_652	303	97	обнимает,	1	Norlist	
1_38_653_	403	37	обнимает,	1	Norlist	
1_38_654	422	64	обнимает,	1	Norlist	
1_38_655_	345	55	обнимает	1	Norlist	
1_38_656_	443	132	обнимает,	1	Norlist	
1_38_657_	383	53	обнимает,	1	Norlist	
1_38_658	378	92	обнимает,	1	Norlist	
1_38_659	302	64	обнимает,	1	Norlist	
1_38_66	441	83	обнимает,	1	Norlist	
1_38_660	383	53	обнимает,	1	Norlist	
1_38_661	496	81	обнимает,	1	Norlist	
1_38_662	338	67	обнимет,	1	Norlist	
1_38_663_	386	91	обнимает,	1	Norlist	
1_38_664	329	63	обнимает,	1	Norlist	
1_38_665	283	62	обнимает,	1	Norlist	
1_38_666	404	80	обнимает	1	Norlist	
1_38_67	337	58	обнимает	1	Norlist	
1_38_68	413	68	обнимает	1	Norlist	
1_38_70	269	84	обнимает,	1	Norlist	
1_38_71	322	102	обнимает,	1	Daniyar Borisovich	
1_38_73	336	46	обнимает,	1	Norlist	
1_38_74	325	83	обнимает,	1	Daniyar Borisovich	
1_38_75_	376	81	обнимает,	1	Daniyar Borisovich	
1_38_76	341	66	обнимает	1	Norlist	
1_38_78	275	48	обнимает	1	Norlist	
1_38_80	432	123	обнимает,	1	Daniyar Borisovich	
1_38_82	376	79	обнимает	1	Daniyar Borisovich	
1_38_83	285	46	обнимает,	1	Norlist	
1_38_84	430	57	обнимает,	1	Norlist	
1_38_85	493	66	обнимает,	1	Norlist	
1_38_86	230	42	обнимает,	1	Daniyar Borisovich	
1_38_87	357	76	обнимает,	1	Daniyar Borisovich	
1_38_88	449	88	обнимает,	1	Norlist	
1_38_90	261	68	обнимает,	1	Norlist	
1_38_91	317	57	обнимает	1	Norlist	
1_38_92	352	82	обнимает,	1	Daniyar Borisovich	
1_38_93	432	97	обнимает,	1	Daniyar Borisovich	
1_38_94	403	114	обнимает,	1	Daniyar Borisovich	
1_38_95	345	63	обнимает	1	Norlist	
1_38_96	355	54	обнимает,	1	Daniyar Borisovich	
1_38_97	315	56	обнимает,	1	Norlist	
1_38_99	344	76	обнимает,	1	Norlist	
1_39_100	189	41	опять	1	Norlist	
1_39_101	170	32	опять	1	Norlist	
1_39_102	228	45	опять	1	Daniyar Borisovich	
1_39_103	266	36	опять	1	Norlist	
1_39_104	186	42	опять	1	Norlist	
1_39_105	161	34	опять	1	Norlist	
1_39_106	209	34	опять	1	Norlist	
1_39_107	184	43	опять	1	Norlist	
1_39_108	175	36	опять	1	Norlist	
1_39_109	185	39	опять	1	Daniyar Borisovich	
1_39_111	211	39	опять	1	Norlist	
1_39_112	186	51	опять	1	Norlist	
1_39_113	176	31	опять	1	Norlist	
1_39_114	185	46	опять	1	Norlist	
1_39_115	234	68	опять	1	Daniyar Borisovich	
1_39_116_	187	43	опять	1	Daniyar Borisovich	
1_39_117_	133	36	опять	1	Daniyar Borisovich	
1_39_118	259	46	опять	1	Norlist	
1_39_119	171	28	опять	1	Norlist	
1_39_120	167	39	опять	1	Norlist	
1_39_120_	174	52	опять	1	Daniyar Borisovich	
1_39_123	201	38	опять	1	Norlist	
1_39_164	212	37	опять	1	Norlist	
1_39_165	200	42	опять	1	Norlist	
1_39_169	167	34	опять	1	Norlist	
1_39_172	193	34	опять	1	Norlist	
1_39_177	156	31	опять	1	Norlist	
1_39_179	193	32	опять	1	Norlist	
1_39_183	138	33	опять	1	Norlist	
1_39_189	219	29	опять	1	Norlist	
1_39_210	206	45	опять	1	Norlist	
1_39_221	212	41	опять	1	Norlist	
1_39_222	114	19	опять	1	Norlist	
1_39_63	172	38	опять	1	Norlist	
1_39_637	169	47	опять	1	Norlist	
1_39_638_	158	39	опять	1	Norlist	
1_39_639	236	55	опять	1	Norlist	
1_39_640	279	48	опять	1	Norlist	
1_39_641	189	40	опять	1	Norlist	
1_39_642_	245	43	опять	1	Norlist	
1_39_643	217	38	опять	1	Norlist	
1_39_644	182	52	опять	1	Norlist	
1_39_645	280	69	опять	1	Norlist	
1_39_646	204	37	опять	1	Norlist	
1_39_647	136	37	опять	1	Norlist	
1_39_648	236	50	опять	1	Norlist	
1_39_649	147	51	опять	1	Norlist	
1_39_650	281	42	опять	1	Norlist	
1_39_651	227	45	опять	1	Norlist	
1_39_652	171	47	опять	1	Norlist	
1_39_653_	237	30	опять	1	Norlist	
1_39_654	207	44	опять	1	Norlist	
1_39_655_	243	33	опять	1	Norlist	
1_39_655__	242	39	опять	1	Norlist	
1_39_656_	229	53	опять	1	Norlist	
1_39_657_	199	38	опять	1	Norlist	
1_39_658	242	60	опять	1	Norlist	
1_39_659	150	59	опять	1	Norlist	
1_39_66	238	41	опять	1	Norlist	
1_39_660	174	49	опять	1	Norlist	
1_39_661	247	41	опять	1	Norlist	
1_39_662	195	57	опять	1	Norlist	
1_39_663_	222	63	опять	1	Norlist	
1_39_664	174	42	опять	1	Norlist	
1_39_665	171	45	опять	1	Norlist	
1_39_666	225	47	опять	1	Norlist	
1_39_67	184	38	опять	1	Norlist	
1_39_68	327	52	опять	1	Norlist	
1_39_70	182	36	опять	1	Norlist	
1_39_71	181	63	опять	1	Daniyar Borisovich	
1_39_73	202	43	опять	1	Norlist	
1_39_74	184	56	опять	1	Daniyar Borisovich	
1_39_75_	279	50	опять	1	Daniyar Borisovich	
1_39_76	212	39	опять	1	Norlist	
1_39_78	158	34	опять	1	Norlist	
1_39_81	220	58	опять	1	Norlist	
1_39_82	194	51	опять	1	Daniyar Borisovich	
1_39_84	247	41	опять	1	Norlist	
1_39_85	228	53	опять	1	Norlist	
1_39_86	142	28	опять	1	Daniyar Borisovich	
1_39_87	216	50	опять	1	Daniyar Borisovich	
1_39_88	181	55	опять	1	Norlist	
1_39_90	154	38	опять	1	Norlist	
1_39_91	210	31	опять	1	Norlist	
1_39_92	195	54	опять	1	Daniyar Borisovich	
1_39_93	278	86	опять	1	Daniyar Borisovich	
1_39_94	220	55	опять	1	Daniyar Borisovich	
1_39_95	196	41	опять	1	Norlist	
1_39_96	222	31	опять	1	Daniyar Borisovich	
1_39_97	174	49	опять	1	Norlist	
1_39_98	220	47	опять	1	Daniyar Borisovich	
1_39_99	197	40	опять	1	Norlist	
1_3_100	277	68	влюблён	1	Norlist	
1_3_101	249	65	влюблён	1	Norlist	
1_3_103	379	61	влюблён	1	Norlist	
1_3_104	208	57	влюблен	1	Norlist	
1_3_105	223	57	влюблён	1	Norlist	
1_3_106	351	63	влюблён	1	Norlist	
1_3_107	205	85	влюблён	1	Norlist	
1_3_108	229	58	влюблён	1	Norlist	
1_3_109	260	52	влюблён	1	Norlist	
1_3_110	242	54	влюблен	1	Norlist	
1_3_111	291	63	влюблен	1	Norlist	
1_3_112	267	62	влюблён	1	Norlist	
1_3_113	185	58	влюблён	1	Norlist	
1_3_115	361	93	влюблён	1	Norlist	
1_3_116	248	62	влюблён	1	Norlist	
1_3_117	188	87	влюблён	1	Norlist	
1_3_119	236	54	влюблён	1	Norlist	
1_3_120	238	72	влюблён	1	Norlist	
1_3_122	154	38	влюблён	1	Norlist	
1_3_123	288	71	влюблён	1	Norlist	
1_3_221	229	59	влюблён	1	Norlist	
1_3_63	230	56	влюблён	1	Norlist	
1_3_637	238	55	влюблён	1	Norlist	
1_3_638	288	61	влюблен	1	Norlist	
1_3_639	269	64	влюблён	1	Norlist	
1_3_64	273	69	влюблён	1	Norlist	
1_3_640	367	73	влюблен	1	Norlist	
1_3_641	283	68	влюблён	1	Norlist	
1_3_642	297	74	влюблен	1	Norlist	
1_3_643	280	66	влюблён	1	Norlist	
1_3_644	257	76	влюблён	1	Norlist	
1_3_645	385	78	влюблен	1	Norlist	
1_3_646	236	63	влюблен	1	Norlist	
1_3_647	219	59	влюблен	1	Norlist	
1_3_648	327	85	влюблен	1	Norlist	
1_3_649	210	83	влюблен	1	Norlist	
1_3_65	245	57	влюблён	1	Norlist	
1_3_650	334	69	влюблён	1	Norlist	
1_3_651	265	75	влюблён	1	Norlist	
1_3_652	211	83	влюблён	1	Norlist	
1_3_653	336	66	влюблён	1	Norlist	
1_3_654	329	66	влюблён	1	Norlist	
1_3_655	329	58	влюблен	1	Norlist	
1_3_657	256	66	влюблён	1	Norlist	
1_3_658	324	86	влюблён	1	Norlist	
1_3_659	260	75	Влюблён	1	Norlist	
1_3_66	311	82	влюблён	1	Norlist	
1_3_660	310	65	влюблён	1	Norlist	
1_3_661	369	64	влюблён	1	Norlist	
1_3_662	285	68	влюблён	1	Norlist	
1_3_663_	307	93	влюблен	1	Norlist	
1_3_664	248	66	влюблён	1	Norlist	
1_3_665	215	56	влюблен	1	Norlist	
1_3_666	293	82	влюблен	1	Norlist	
1_3_67	262	62	влюблён	1	Norlist	
1_3_68	283	89	влюблён	1	Norlist	
1_3_69	232	50	влюблён	1	Norlist	
1_3_70	223	64	влюблён	1	Norlist	
1_3_71	263	84	влюблён	1	Daniyar Borisovich	
1_3_73	255	51	влюблён	1	Norlist	
1_3_74	209	65	влюблён	1	Norlist	
1_3_75	225	88	влюблён	1	Norlist	
1_3_76	286	72	влюблён	1	Norlist	
1_3_77	231	49	влюблён	1	Norlist	
1_3_78	223	72	влюблён	1	Norlist	
1_3_79	255	63	влюблён	1	Norlist	
1_3_81	341	71	влюблён	1	Norlist	
1_3_82	292	77	влюблён	1	Norlist	
1_3_83	201	48	влюблён	1	Norlist	
1_3_84	321	55	влюблен	1	Norlist	
1_3_85	373	62	влюблён	1	Norlist	
1_3_86	200	53	влюблён	1	Norlist	
1_3_87	260	86	влюблён	1	Norlist	
1_3_88	329	73	влюблён	1	Norlist	
1_3_89	311	72	влюблён	1	Norlist	
1_3_90	203	63	влюблён	1	Norlist	
1_3_91	273	61	влюблён	1	Norlist	
1_3_92	309	84	влюблён	1	Norlist	
1_3_93	300	73	влюблён	1	Norlist	
1_3_94	257	89	влюблён	1	Norlist	
1_3_95	225	69	влюблён	1	Norlist	
1_3_97	255	65	влюблён	1	Norlist	
1_3_98	422	85	влюблён	1	Norlist	
1_3_99	229	63	влюблён	1	Norlist	
1_40_100	291	81	джигит!	1	Norlist	
1_40_101	255	69	джигит!	1	Norlist	
1_40_102	324	95	джигит!	1	Daniyar Borisovich	
1_40_103	416	88	джигит!	1	Norlist	
1_40_104	286	83	джигит!	1	Norlist	
1_40_105	267	85	джигит!	1	Norlist	
1_40_106	342	81	джигит!	1	Norlist	
1_40_107	311	82	джигит!	1	Norlist	
1_40_108	282	83	джигит!	1	Norlist	
1_40_109	262	87	джигит!	1	Daniyar Borisovich	
1_40_111	378	91	джигит!	1	Norlist	
1_40_112	355	70	джигит!	1	Norlist	
1_40_113	247	71	джигит!	1	Norlist	
1_40_114	268	75	джигит!	1	Norlist	
1_40_115	301	82	джигит	1	Daniyar Borisovich	
1_40_116_	309	98	джигит!	1	Daniyar Borisovich	
1_40_117_	231	121	джигит!	1	Daniyar Borisovich	
1_40_118	287	72	джигит	1	Norlist	
1_40_119	263	68	джигит!	1	Norlist	
1_40_120	256	85	джигит!	1	Norlist	
1_40_123	310	77	джигит	1	Norlist	
1_40_164	375	96	джигит!	1	Norlist	
1_40_165	282	71	джигит!	1	Norlist	
1_40_169	273	75	джигит!	1	Norlist	
1_40_172	276	63	джигит!	1	Norlist	
1_40_177	295	70	джигит!	1	Norlist	
1_40_179	353	82	джигит!	1	Norlist	
1_40_210	242	70	джигит	1	Norlist	
1_40_221	301	61	джигит!	1	Norlist	
1_40_222	193	64	джигит!	1	Norlist	
1_40_63	264	73	джигит!	1	Norlist	
1_40_637	288	57	Джигит!	1	Norlist	
1_40_638_	323	90	джигит!	1	Norlist	
1_40_639	364	82	джигит!	1	Norlist	
1_40_640	359	67	джигит!	1	Norlist	
1_40_641	377	83	джигит!	1	Norlist	
1_40_643	332	85	джигит!	1	Norlist	
1_40_644	302	101	джигит!	1	Norlist	
1_40_645	519	127	джигит!	1	Norlist	
1_40_646	249	46	джигит	1	Norlist	
1_40_647	233	90	джигит!	1	Norlist	
1_40_648	426	95	джигит!	1	Norlist	
1_40_649	246	86	джигит!	1	Norlist	
1_40_650	446	71	джигит!	1	Norlist	
1_40_651	344	94	джигит!	1	Norlist	
1_40_652	306	111	джигит!	1	Norlist	
1_40_653_	260	57	джиги	1	Norlist	
1_40_654	369	84	джигит!	1	Norlist	
1_40_655_	333	52	джигит	1	Norlist	
1_40_657_	345	83	джигит!	1	Norlist	
1_40_658	354	100	джигит!	1	Norlist	
1_40_659	258	78	джигит!	1	Norlist	
1_40_66	386	86	джигит!	1	Norlist	
1_40_660	314	78	джигит!	1	Norlist	
1_40_661	386	94	джигит!	1	Norlist	
1_40_662	294	79	джигит!	1	Norlist	
1_40_664	243	71	джигит!	1	Norlist	
1_40_665	249	73	джигит!	1	Norlist	
1_40_666	373	139	джигит!	1	Norlist	
1_40_67	277	70	джигит!	1	Norlist	
1_40_68	486	117	джигит!	1	Norlist	
1_40_70	261	91	джигит!	1	Norlist	
1_40_73	290	85	джигит!	1	Norlist	
1_40_74	285	126	джигит!	1	Daniyar Borisovich	
1_40_75_	328	131	джигит!	1	Daniyar Borisovich	
1_40_76	301	103	джигит!	1	Norlist	
1_40_78	260	98	джигит!	1	Norlist	
1_40_81	334	98	джигит!	1	Norlist	
1_40_82	345	135	джигит!	1	Daniyar Borisovich	
1_40_83	219	70	джигит!	1	Norlist	
1_40_84	371	97	джигит!	1	Norlist	
1_40_85	396	88	джигит!	1	Norlist	
1_40_86	226	71	джигит!	1	Daniyar Borisovich	
1_40_87	324	87	джигит!	1	Daniyar Borisovich	
1_40_88	319	95	джигит!	1	Norlist	
1_40_90	261	67	джигит!	1	Norlist	
1_40_91	336	85	джигит!	1	Norlist	
1_40_92	277	88	джигит	1	Daniyar Borisovich	
1_40_93	460	99	джигит!	1	Daniyar Borisovich	
1_40_94	358	84	джигит!	1	Daniyar Borisovich	
1_40_95	324	94	джигит!	1	Norlist	
1_40_96	313	80	джигит!	1	Daniyar Borisovich	
1_40_97	245	103	джигит!	1	Norlist	
1_40_98	372	111	джигит!	1	Daniyar Borisovich	
1_40_99	322	89	джигит!	1	Norlist	
1_41_100	172	60	луна,	1	Norlist	
1_41_101	164	65	луна,	1	Norlist	
1_41_102	219	79	луна,	1	Daniyar Borisovich	
1_41_103	247	52	луна,	1	Norlist	
1_41_104	138	61	луна,	1	Norlist	
1_41_105	143	57	луна,	1	Norlist	
1_41_106	240	60	луна,	1	Norlist	
1_41_107	183	69	луна,	1	Norlist	
1_41_108	190	56	луна,	1	Norlist	
1_41_109	166	75	луна,	1	Daniyar Borisovich	
1_41_111	241	92	луна,	1	Norlist	
1_41_112	196	71	луна,	1	Norlist	
1_41_113	207	74	луна,	1	Norlist	
1_41_114	175	66	луна,	1	Norlist	
1_41_116_	220	65	луна,	1	Daniyar Borisovich	
1_41_117_	121	88	луна,	1	Daniyar Borisovich	
1_41_118	203	39	луна.	1	Norlist	
1_41_119	175	56	луна,	1	Norlist	
1_41_120	150	57	луна,	1	Norlist	
1_41_123	216	66	луна,	1	Norlist	
1_41_164	222	62	луна,	1	Norlist	
1_41_165	206	56	луна,	1	Norlist	
1_41_169	180	46	луна,	1	Norlist	
1_41_172	187	43	луна,	1	Norlist	
1_41_177	135	49	луна	1	Norlist	
1_41_189	259	63	луна,	1	Norlist	
1_41_210	176	60	луна,	1	Norlist	
1_41_221	205	53	луна,	1	Norlist	
1_41_222	105	38	луна	1	Norlist	
1_41_63	155	69	луна,	1	Norlist	
1_41_637	164	59	луна	1	Norlist	
1_41_638_	188	64	луна,	1	Norlist	
1_41_639	219	76	луна,	1	Norlist	
1_41_640	251	56	луна,	1	Norlist	
1_41_641	254	76	луна,	1	Norlist	
1_41_643	227	67	луна,	1	Norlist	
1_41_644	153	59	луна,	1	Norlist	
1_41_645	244	104	луна,	1	Norlist	
1_41_646	164	60	луна	1	Norlist	
1_41_647	130	63	луна,	1	Norlist	
1_41_648	286	77	луна,	1	Norlist	
1_41_649	161	57	луна.	1	Norlist	
1_41_650	293	68	луна,	1	Norlist	
1_41_651	211	69	луна,	1	Norlist	
1_41_652	164	71	луна,	1	Norlist	
1_41_653_	201	66	луна,	1	Norlist	
1_41_654	210	63	луна,	1	Norlist	
1_41_657_	191	52	луна,	1	Norlist	
1_41_658	214	90	луна,	1	Norlist	
1_41_659	191	69	луна,	1	Norlist	
1_41_66	202	57	луна,	1	Norlist	
1_41_660	203	54	луна,	1	Norlist	
1_41_661	248	58	луна,	1	Norlist	
1_41_662	207	75	луна,	1	Norlist	
1_41_664	164	59	луна,	1	Norlist	
1_41_665	146	59	луна,	1	Norlist	
1_41_67	202	62	луна,	1	Norlist	
1_41_68	244	74	луна	1	Norlist	
1_41_70	168	64	луна,	1	Norlist	
1_41_73	169	57	луна,	1	Norlist	
1_41_74	185	103	луна,	1	Daniyar Borisovich	
1_41_75_	213	92	луна,	1	Daniyar Borisovich	
1_41_76	188	70	луна,	1	Norlist	
1_41_78	156	63	луна,	1	Norlist	
1_41_81	307	69	луна,	1	Norlist	
1_41_83	164	51	луна,	1	Norlist	
1_41_84	238	62	луна,	1	Norlist	
1_41_85	334	57	луна,	1	Norlist	
1_41_86	139	38	луна,	1	Daniyar Borisovich	
1_41_87	188	68	луна,	1	Daniyar Borisovich	
1_41_88	227	72	луна,	1	Norlist	
1_41_90	163	77	луна,	1	Norlist	
1_41_91	184	58	луна,	1	Norlist	
1_41_93	257	89	луна,	1	Daniyar Borisovich	
1_41_94	213	79	луна,	1	Daniyar Borisovich	
1_41_95	202	65	луна,	1	Norlist	
1_41_96	191	61	луна,	1	Daniyar Borisovich	
1_41_97	141	63	луна	1	Norlist	
1_41_98	238	90	луна,	1	Daniyar Borisovich	
1_41_99	176	56	луна,	1	Norlist	
1_42_100	453	84	Опять одна,	1	Norlist	
1_42_101	385	75	Опять одна,	1	Norlist	
1_42_102	496	84	Опять одна,	1	Daniyar Borisovich	
1_42_103	571	75	Опять одна,	1	Norlist	
1_42_104	344	68	Опять одна,	1	Norlist	
1_42_105	333	69	Опять одна,	1	Norlist	
1_42_106	530	80	Опять одна,	1	Norlist	
1_42_107	400	100	Опять одна,	1	Norlist	
1_42_108	358	71	Опять одна,	1	Norlist	
1_42_109	423	101	Опять одна,	1	Daniyar Borisovich	
1_42_111	393	108	Опять одна	1	Norlist	
1_42_112	485	72	Опять одня,	1	Norlist	
1_42_113	310	77	Опять одна,	1	Norlist	
1_42_114	379	76	Опять одна,	1	Norlist	
1_42_116_	428	86	Опять одна,	1	Daniyar Borisovich	
1_42_118	503	67	Опять одна	1	Norlist	
1_42_119	358	75	Опять одна,	1	Norlist	
1_42_123	442	97	Опять одна,	1	Norlist	
1_42_164	498	79	Опять одна,	1	Norlist	
1_42_165	481	63	Опять одна,	1	Norlist	
1_42_169	405	64	Опять одна,	1	Norlist	
1_42_172	408	45	Опять одна,	1	Norlist	
1_42_177	365	60	Опять одна,	1	Norlist	
1_42_189	468	72	Опять одна	1	Norlist	
1_42_210	440	65	Опять одна,	1	Norlist	
1_42_221	522	58	Опять одна,	1	Norlist	
1_42_222	267	58	Опять одна,	1	Norlist	
1_42_279	475	77	Опять одна,	1	Norlist	
1_42_63	400	87	Опять одна,	1	Norlist	
1_42_637	377	60	Опять одна	1	Norlist	
1_42_638_	442	97	Опять одна,	1	Norlist	
1_42_639	465	87	Опять одна,	1	Norlist	
1_42_640	490	98	Опять одна,	1	Norlist	
1_42_641	537	92	Опять одна,	1	Norlist	
1_42_643	466	73	Опять одна,	1	Norlist	
1_42_644	382	67	Опять одна,	1	Norlist	
1_42_646	403	70	Опять одна	1	Norlist	
1_42_647	298	87	Опять одна,	1	Norlist	
1_42_648	573	84	Опять одна,	1	Norlist	
1_42_649	308	79	Опять одна	1	Norlist	
1_42_650	624	75	Опять одна,	1	Norlist	
1_42_651	423	90	Опять одна,	1	Norlist	
1_42_653_	438	42	Опять одна,	1	Norlist	
1_42_654	470	74	Опять одна,	1	Norlist	
1_42_657_	453	62	Опять одна,	1	Norlist	
1_42_659	355	54	Опять одна	1	Norlist	
1_42_66	496	82	Опять одна,	1	Norlist	
1_42_660	429	70	Опять одна,	1	Norlist	
1_42_661	518	78	Опять одна,	1	Norlist	
1_42_662	418	89	Опять одна	1	Norlist	
1_42_664	423	67	Опять одна,	1	Norlist	
1_42_665	357	72	Опять одна,	1	Norlist	
1_42_67	396	74	Опять одна,	1	Norlist	
1_42_68	498	98	Опять одна	1	Norlist	
1_42_70	369	82	Опять одна	1	Norlist	
1_42_73	407	55	Опять одна,	1	Norlist	
1_42_75_	466	106	Опять одна,	1	Daniyar Borisovich	
