	width	height	description	moderatedBy
aug_1/aug_13_6_192	198	57	Хромтау	Norlist
aug_1/aug_13_6_193	285	95	Хромтау	Norlist
aug_1/aug_13_6_195	274	49	Хромтау	Norlist
aug_1/aug_13_6_196	221	80	Хромтау	Norlist
aug_1/aug_13_6_197	327	82	Хромтау	Norlist
aug_1/aug_13_6_198	315	75	Хромтау	Norlist
aug_1/aug_13_6_199	264	75	Хромтау	Norlist
aug_1/aug_13_6_200	256	94	Хромтау	Norlist
aug_1/aug_13_6_201	281	79	Хромтау	Norlist
aug_1/aug_13_6_202	356	64	Хромтау	Norlist
aug_1/aug_13_6_203	280	65	Хромтау	Norlist
aug_1/aug_13_6_204	323	80	Хромтау	Norlist
aug_1/aug_13_7_138	295	58	Шалкар	Norlist
aug_1/aug_13_7_139	247	61	Шалкар	Norlist
aug_1/aug_13_7_140	236	52	Шалкар	Norlist
aug_1/aug_13_7_142_	368	54	Шалкар	Norlist
aug_1/aug_13_7_143	212	52	Шалкар	Norlist
aug_1/aug_13_7_144_	407	63	Шалкар	Norlist
aug_1/aug_13_7_146	186	76	Шалкар	Norlist
aug_1/aug_13_7_147	265	60	Шалкар	Norlist
aug_1/aug_13_7_148	255	55	Шалкар	Norlist
aug_1/aug_13_7_149	300	45	Шалкар	Norlist
aug_1/aug_13_7_150	303	57	Шалкар	Norlist
aug_1/aug_13_7_151	217	68	Шалкар	Norlist
aug_1/aug_13_7_152	438	55	Шалкар	Norlist
aug_1/aug_13_7_153	288	57	Шалкар	Norlist
aug_1/aug_13_7_154	316	69	Шалкар	Norlist
aug_1/aug_13_7_155	231	49	Шалкар	Norlist
aug_1/aug_13_7_156	248	41	Шалкар	Norlist
aug_1/aug_13_7_157	295	59	Шалкар	Norlist
aug_1/aug_13_7_158	280	53	Шалкар	Norlist
aug_1/aug_13_7_159	258	56	Шалкар	Norlist
aug_1/aug_13_7_160	204	67	Шалкар	Norlist
aug_1/aug_13_7_161	290	76	Шалкар	Norlist
aug_1/aug_13_7_162	352	77	Шалкар	Norlist
aug_1/aug_13_7_163	203	68	Шалкар	Norlist
aug_1/aug_13_7_164	281	47	Шалкар	Norlist
aug_1/aug_13_7_165	308	61	Шалкар	Norlist
aug_1/aug_13_7_166	300	50	Шалкар	Norlist
aug_1/aug_13_7_167	363	76	Шалкар	Norlist
aug_1/aug_13_7_168	344	85	Шалкар	Norlist
aug_1/aug_13_7_169	275	70	Шалкар	Norlist
aug_1/aug_13_7_170	305	78	Шалкар	Norlist
aug_1/aug_13_7_171	255	65	Шалкар	Norlist
aug_1/aug_13_7_172	296	93	Шалкар	Norlist
aug_1/aug_13_7_173	338	65	Шалкар	Norlist
aug_1/aug_13_7_174	241	73	Шалкар	Norlist
aug_1/aug_13_7_175	334	80	Шалкар	Norlist
aug_1/aug_13_7_176	293	73	Шалкар	Norlist
aug_1/aug_13_7_178	391	63	Шалкар	Norlist
aug_1/aug_13_7_179	298	51	Шалкар	Norlist
aug_1/aug_13_7_180	398	52	Шалкар	Norlist
aug_1/aug_13_7_181	312	49	Шалкар	Norlist
aug_1/aug_13_7_182	264	54	Шалкар	Norlist
aug_1/aug_13_7_183	247	61	Шалкар	Norlist
aug_1/aug_13_7_184	362	42	Шалкар	Norlist
aug_1/aug_13_7_185_	321	91	Шалкар	Norlist
aug_1/aug_13_7_186	384	67	Шалкар	Norlist
aug_1/aug_13_7_187	392	59	Шалкар	Norlist
aug_1/aug_13_7_188	312	62	Шалкар	Norlist
aug_1/aug_13_7_189	376	79	Шалкар	Norlist
aug_1/aug_13_7_190	255	77	Шалкар	Norlist
aug_1/aug_13_7_191	242	52	Шалкар	Norlist
aug_1/aug_13_7_192	174	70	Шалкар	Norlist
aug_1/aug_13_7_193	275	89	Шалкар	Norlist
aug_1/aug_13_7_194	337	83	Шалкар	Norlist
aug_1/aug_13_7_195	247	59	Шалкар	Norlist
aug_1/aug_13_7_196	206	43	Шалкар	Norlist
aug_1/aug_13_7_197	301	60	Шалкар	Norlist
aug_1/aug_13_7_198	307	67	Шалкар	Norlist
aug_1/aug_13_7_199	282	71	Шалкар	Norlist
aug_1/aug_13_7_201	217	54	Шалкар	Norlist
aug_1/aug_13_7_202	318	67	Шалкар	Norlist
aug_1/aug_13_7_203	223	58	Шалкар	Norlist
aug_1/aug_13_7_204	256	64	Шалкар	Norlist
aug_1/aug_13_8_138	177	55	Шар	Norlist
aug_1/aug_13_8_139	131	59	Шар	Norlist
aug_1/aug_13_8_140	143	48	Шар	Norlist
aug_1/aug_13_8_142_	202	58	Шар	Norlist
aug_1/aug_13_8_143	132	64	Шар	Norlist
aug_1/aug_13_8_144_	226	64	Шар	Norlist
aug_1/aug_13_8_145	148	91	Шар	Norlist
aug_1/aug_13_8_146	105	75	Шар	Norlist
aug_1/aug_13_8_147	163	66	Шар	Norlist
aug_1/aug_13_8_148	124	73	Шар	Norlist
aug_1/aug_13_8_149	149	45	Шар	Norlist
aug_1/aug_13_8_150	168	62	Шар	Norlist
aug_1/aug_13_8_151	125	62	Шар	Norlist
aug_1/aug_13_8_152	253	60	Шар	Norlist
aug_1/aug_13_8_153	153	44	Шар	Norlist
aug_1/aug_13_8_154	200	84	Шар	Norlist
aug_1/aug_13_8_155	158	59	Шар	Norlist
aug_1/aug_13_8_156	142	41	Шар	Norlist
aug_1/aug_13_8_157	170	57	Шар	Norlist
aug_1/aug_13_8_158	142	55	Шар	Norlist
aug_1/aug_13_8_159	149	56	Шар	Norlist
aug_1/aug_13_8_160	102	65	Шар	Norlist
aug_1/aug_13_8_161	173	76	Шар	Norlist
aug_1/aug_13_8_162	238	84	Шар	Norlist
aug_1/aug_13_8_163	115	67	Шар	Norlist
aug_1/aug_13_8_164	170	44	Шар	Norlist
aug_1/aug_13_8_165	201	53	Шар	Norlist
aug_1/aug_13_8_166	164	48	Шар	Norlist
aug_1/aug_13_8_167	186	87	Шар	Norlist
aug_1/aug_13_8_168	244	90	Шар	Norlist
aug_1/aug_13_8_169	141	56	Шар	Norlist
aug_1/aug_13_8_170	178	77	Шар	Norlist
aug_1/aug_13_8_171	151	71	Шар	Norlist
aug_1/aug_13_8_172	146	88	Шар	Norlist
aug_1/aug_13_8_173	215	75	Шар	Norlist
aug_1/aug_13_8_174	180	71	Шар	Norlist
aug_1/aug_13_8_175	225	83	Шар	Norlist
aug_1/aug_13_8_176	163	68	Шар	Norlist
aug_1/aug_13_8_178	228	68	Шар	Norlist
aug_1/aug_13_8_179	176	71	Шар	Norlist
aug_1/aug_13_8_180	223	59	Шар	Norlist
aug_1/aug_13_8_181	175	57	Шар	Norlist
aug_1/aug_13_8_182	171	68	Шар	Norlist
aug_1/aug_13_8_183	131	61	Шар	Norlist
aug_1/aug_13_8_184	213	51	Шар	Norlist
aug_1/aug_13_8_185_	197	84	Шар	Norlist
aug_1/aug_13_8_186	221	56	Шар	Norlist
aug_1/aug_13_8_187	291	67	Шар	Norlist
aug_1/aug_13_8_188	215	63	Шар	Norlist
aug_1/aug_13_8_189	253	71	Шар	Norlist
aug_1/aug_13_8_190	131	72	Шар	Norlist
aug_1/aug_13_8_191	120	72	Шар	Norlist
aug_1/aug_13_8_192	88	57	Шар	Norlist
aug_1/aug_13_8_193	156	87	Шар	Norlist
aug_1/aug_13_8_194	222	89	Шар	Norlist
aug_1/aug_13_8_195	187	48	Шар	Norlist
aug_1/aug_13_8_196	119	46	Шар	Norlist
aug_1/aug_13_8_197	182	66	Шар	Norlist
aug_1/aug_13_8_198	183	85	Шар	Norlist
aug_1/aug_13_8_199	164	68	Шар	Norlist
aug_1/aug_13_8_201	120	68	Шар	Norlist
aug_1/aug_13_8_202	179	92	Шар	Norlist
aug_1/aug_13_8_203	123	64	Шар	Norlist
aug_1/aug_13_8_204	202	79	Шар	Norlist
aug_1/aug_13_9_138	327	65	Шардара	Norlist
aug_1/aug_13_9_139	260	55	Шардара	Norlist
aug_1/aug_13_9_140	294	49	Шардара	Norlist
aug_1/aug_13_9_142_	362	53	Шардара	Norlist
aug_1/aug_13_9_143	225	67	Шардара	Norlist
aug_1/aug_13_9_144_	411	69	Шардара	Norlist
aug_1/aug_13_9_146	225	86	Шардара	Norlist
aug_1/aug_13_9_147	308	68	Шардара	Norlist
aug_1/aug_13_9_148	267	78	Шардара	Norlist
aug_1/aug_13_9_149	352	65	Шардара	Norlist
aug_1/aug_13_9_150	348	61	Шардара	Norlist
aug_1/aug_13_9_151	247	63	Шардара	Norlist
aug_1/aug_13_9_152	500	63	Шардара	Norlist
aug_1/aug_13_9_153	298	69	Шардара	Norlist
aug_1/aug_13_9_155	292	88	Шардара	Norlist
aug_1/aug_13_9_156	278	45	Шардара	Norlist
aug_1/aug_13_9_157	314	64	Шардара	Norlist
aug_1/aug_13_9_158	322	53	Шардара	Norlist
aug_1/aug_13_9_159	305	65	Шардара	Norlist
aug_1/aug_13_9_160	208	79	Шардара	Norlist
aug_1/aug_13_9_161	300	78	Шардара	Norlist
aug_1/aug_13_9_162	435	77	Шардара	Norlist
aug_1/aug_13_9_163	228	86	Шардара	Norlist
aug_1/aug_13_9_164	326	56	Шардара	Norlist
aug_1/aug_13_9_165	374	58	Шардара	Norlist
aug_1/aug_13_9_166	371	66	Шардара	Norlist
aug_1/aug_13_9_167	332	80	Шардара	Norlist
aug_1/aug_13_9_169	273	57	Шардара	Norlist
aug_1/aug_13_9_170	341	86	Шардара	Norlist
aug_1/aug_13_9_171	278	75	Шардара	Norlist
aug_1/aug_13_9_172	290	96	Шардара	Norlist
aug_1/aug_13_9_173	453	85	Шардара	Norlist
aug_1/aug_13_9_174	302	77	Шардара	Norlist
aug_1/aug_13_9_176	314	86	Шардара	Norlist
aug_1/aug_13_9_178	432	67	Шардара	Norlist
aug_1/aug_13_9_179	323	70	Шардара	Norlist
aug_1/aug_13_9_180	383	66	Шардара	Norlist
aug_1/aug_13_9_181	329	77	Шардара	Norlist
aug_1/aug_13_9_182	293	63	Шардара	Norlist
aug_1/aug_13_9_183	282	76	Шардара	Norlist
aug_1/aug_13_9_184	347	57	Шардара	Norlist
aug_1/aug_13_9_186	480	74	Шардара	Norlist
aug_1/aug_13_9_187	435	70	Шардара	Norlist
aug_1/aug_13_9_188	371	71	Шардара	Norlist
aug_1/aug_13_9_189	412	84	Шардара	Norlist
aug_1/aug_13_9_190	272	70	Шардара	Norlist
aug_1/aug_13_9_191	258	86	Шардара	Norlist
aug_1/aug_13_9_192	197	66	Шардара	Norlist
aug_1/aug_13_9_193	272	95	Шардара	Norlist
aug_1/aug_13_9_195	286	61	Шардара	Norlist
aug_1/aug_13_9_196	255	59	Шардара	Norlist
aug_1/aug_13_9_197	315	85	Шардара	Norlist
aug_1/aug_13_9_198	310	78	Шардара	Norlist
aug_1/aug_13_9_199	289	67	Шардара	Norlist
aug_1/aug_13_9_200	270	87	Шардара	Norlist
aug_1/aug_13_9_201	290	73	Шардара	Norlist
aug_1/aug_13_9_202	352	75	Шардара	Norlist
aug_1/aug_13_9_203	254	74	Шардара	Norlist
aug_1/aug_13_9_204	335	87	Шардара	Norlist
aug_1/aug_1_0_100	472	66	Догони меня,	Norlist
aug_1/aug_1_0_101	391	84	Догони меня,	Norlist
aug_1/aug_1_0_104	395	69	Догони меня	Norlist
aug_1/aug_1_0_105	414	65	Догони меня,	Norlist
aug_1/aug_1_0_106	589	68	Догони меня,	Norlist
aug_1/aug_1_0_107	383	72	Догони меня,	Norlist
aug_1/aug_1_0_108	390	73	Догони меня,	Norlist
aug_1/aug_1_0_109	480	66	Догони меня,	Norlist
aug_1/aug_1_0_110	202	54	Догони	Norlist
aug_1/aug_1_0_111	459	49	Догони меня	Norlist
aug_1/aug_1_0_112	480	73	Догони меня,	Norlist
aug_1/aug_1_0_113	372	76	Догони меня,	Norlist
aug_1/aug_1_0_114	356	58	Догони меня	Norlist
aug_1/aug_1_0_116	483	48	Догони меня,	Norlist
aug_1/aug_1_0_117	348	85	Догони меня,	Norlist
aug_1/aug_1_0_119	402	75	Догони меня,	Norlist
aug_1/aug_1_0_120	408	62	Догони меня,	Norlist
aug_1/aug_1_0_121	429	61	Догони меня,	Norlist
aug_1/aug_1_0_122	265	41	Догони меня,	Norlist
aug_1/aug_1_0_123	447	92	Догони меня,	Norlist
aug_1/aug_1_0_63	404	95	Догони меня,	Norlist
aug_1/aug_1_0_637	376	54	Догони меня,	Norlist
aug_1/aug_1_0_638	484	53	Догони меня	Norlist
aug_1/aug_1_0_639	480	77	Догони меня,	Norlist
aug_1/aug_1_0_64	473	54	Догони меня,	Norlist
aug_1/aug_1_0_640	564	80	Догони меня	Norlist
aug_1/aug_1_0_641	506	58	Догони меня	Norlist
aug_1/aug_1_0_643	397	64	Догони меня,	Norlist
aug_1/aug_1_0_644	447	76	Догони меня,	Norlist
aug_1/aug_1_0_646	444	57	Догони меня,	Norlist
aug_1/aug_1_0_647	353	70	Догони меня,	Norlist
aug_1/aug_1_0_648	545	89	Догони меня,	Norlist
aug_1/aug_1_0_649	411	74	Догони меня,	Norlist
aug_1/aug_1_0_65	452	64	Догони меня,	Norlist
aug_1/aug_1_0_650	565	74	Догони меня,	Norlist
aug_1/aug_1_0_651	431	62	Догони меня,	Norlist
aug_1/aug_1_0_652	368	88	Догони меня,	Norlist
aug_1/aug_1_0_653	514	53	Догони меня	Norlist
aug_1/aug_1_0_654	509	72	Догони меня,	Norlist
aug_1/aug_1_0_655	541	79	Догони меня,	Norlist
aug_1/aug_1_0_657	528	55	Догони меня,	Norlist
aug_1/aug_1_0_659	432	79	Догони меня,	Norlist
aug_1/aug_1_0_66	476	70	Догони меня	Norlist
aug_1/aug_1_0_660	532	76	Догони меня,	Norlist
aug_1/aug_1_0_661	533	72	Догони меня,	Norlist
aug_1/aug_1_0_662	482	66	Догони меня,	Norlist
aug_1/aug_1_0_664	437	71	Догони меня,	Norlist
aug_1/aug_1_0_665	352	85	Догони меня,	Norlist
aug_1/aug_1_0_666	587	98	Догони меня,	Norlist
aug_1/aug_1_0_67	503	69	Догони меня,	Norlist
aug_1/aug_1_0_68	498	76	Догони меня	Norlist
aug_1/aug_1_0_69	468	55	Догони меня,	Norlist
aug_1/aug_1_0_70	447	92	Догони меня,	Norlist
aug_1/aug_1_0_73	483	61	Догони меня	Norlist
aug_1/aug_1_0_74	342	77	Догони меня,	Norlist
aug_1/aug_1_0_75	528	76	Догони меня,	Norlist
aug_1/aug_1_0_76	471	64	Догони меня	Norlist
aug_1/aug_1_0_77	458	46	Догони мен.я,	Norlist
aug_1/aug_1_0_78	434	61	Догони меня,	Norlist
aug_1/aug_1_0_79	467	53	Догони меня	Norlist
aug_1/aug_1_0_81	496	79	Догони меня,	Norlist
aug_1/aug_1_0_82	538	91	Догони меня,	Norlist
aug_1/aug_1_0_83	346	53	Догони меня,	Norlist
aug_1/aug_1_0_84	494	55	Догони меня,	Norlist
aug_1/aug_1_0_85	529	52	Догони меня,	Norlist
aug_1/aug_1_0_86	346	61	Догони меня,	Norlist
aug_1/aug_1_0_88	572	60	Догони меня,	Norlist
aug_1/aug_1_0_89	595	56	Догони меня,	Norlist
aug_1/aug_1_0_90	380	56	Догони меня,	Norlist
aug_1/aug_1_0_91	453	76	Догони меня,	Norlist
aug_1/aug_1_0_92	502	78	Догони меня,	Norlist
aug_1/aug_1_0_93	488	90	Догони меня,	Norlist
aug_1/aug_1_0_94	495	78	Догони меня,	Norlist
aug_1/aug_1_0_95	386	81	Догони меня,	Norlist
aug_1/aug_1_0_96	423	67	Догони меня,	Norlist
aug_1/aug_1_0_97	439	74	Догони меня,	Norlist
aug_1/aug_1_0_98	552	89	Догони меня	Norlist
aug_1/aug_1_0_99	393	61	Догони меня,	Norlist
aug_1/aug_1_10_100	422	80	Меня ветер	Norlist
aug_1/aug_1_10_101	394	77	Меня ветер	Norlist
aug_1/aug_1_10_102	463	91	Меня ветер	Daniyar Borisovich
aug_1/aug_1_10_103	533	88	Меня ветер	Norlist
aug_1/aug_1_10_104	351	70	Меня ветер	Norlist
aug_1/aug_1_10_105	340	75	Меня ветер	Norlist
aug_1/aug_1_10_106	516	72	Меня ветер	Norlist
aug_1/aug_1_10_108	368	70	Меня ветер	Norlist
aug_1/aug_1_10_109	363	97	Меня ветер	Norlist
aug_1/aug_1_10_110	443	97	Меня ветер	Norlist
aug_1/aug_1_10_112	372	70	Меня ветер	Norlist
aug_1/aug_1_10_113	314	88	Меня ветер	Norlist
aug_1/aug_1_10_116	429	78	Меня ветер	Norlist
aug_1/aug_1_10_118	519	69	Меня ветер	Norlist
aug_1/aug_1_10_119	393	75	Меня ветер	Norlist
aug_1/aug_1_10_120	368	72	Меня ветер	Norlist
aug_1/aug_1_10_122	268	61	Меня ветер	Norlist
aug_1/aug_1_10_123	500	81	Меня ветер	Norlist
aug_1/aug_1_10_172	396	55	Меня ветер	Norlist
aug_1/aug_1_10_221	415	73	Меня ветер	Norlist
aug_1/aug_1_10_63	342	77	Меня ветер	Norlist
aug_1/aug_1_10_637	407	51	Меня ветер	Norlist
aug_1/aug_1_10_638	432	89	Меня ветер	Norlist
aug_1/aug_1_10_639	429	98	Меня ветер	Norlist
aug_1/aug_1_10_64	448	79	Меня ветер	Norlist
aug_1/aug_1_10_641	434	74	Меня ветер	Norlist
aug_1/aug_1_10_643	467	77	Меня ветер	Norlist
aug_1/aug_1_10_644	398	69	Меня ветер	Norlist
aug_1/aug_1_10_646	386	66	Меня ветер	Norlist
aug_1/aug_1_10_647	298	87	Меня ветер	Norlist
aug_1/aug_1_10_648	498	97	Меня ветер	Norlist
aug_1/aug_1_10_649	370	88	Меня ветер	Norlist
aug_1/aug_1_10_65	444	64	Меня ветер	Norlist
aug_1/aug_1_10_650	532	82	Меня ветер	Norlist
aug_1/aug_1_10_651	424	76	Меня ветер	Norlist
aug_1/aug_1_10_654	449	80	Меня ветер	Norlist
aug_1/aug_1_10_655	474	63	Меня ветер	Norlist
aug_1/aug_1_10_657	414	53	Меня ветер	Norlist
aug_1/aug_1_10_658	511	76	Меня ветер	Norlist
aug_1/aug_1_10_659	399	69	Меня ветер	Norlist
aug_1/aug_1_10_66	490	90	Меня ветер	Norlist
aug_1/aug_1_10_660	419	60	Меня ветер	Norlist
aug_1/aug_1_10_661	558	73	Меня ветер	Norlist
aug_1/aug_1_10_662	487	85	Меня ветер	Norlist
aug_1/aug_1_10_664	390	71	Меня ветер	Norlist
aug_1/aug_1_10_665	354	71	Меня ветер	Norlist
aug_1/aug_1_10_67	432	73	Меня ветер	Norlist
aug_1/aug_1_10_68	502	74	Меня ветер	Norlist
aug_1/aug_1_10_69	371	68	Меня ветер	Norlist
aug_1/aug_1_10_70	333	80	Меня ветер	Daniyar Borisovich
aug_1/aug_1_10_73	475	57	Меня ветер	Norlist
aug_1/aug_1_10_74	365	77	Меня ветер	Norlist
aug_1/aug_1_10_76	180	53	Меня	Norlist
aug_1/aug_1_10_77	355	69	Меня ветер	Norlist
aug_1/aug_1_10_78	383	97	Меня ветер	Norlist
aug_1/aug_1_10_81	429	74	Меня ветер	Norlist
aug_1/aug_1_10_83	359	71	Меня ветер	Norlist
aug_1/aug_1_10_84	464	64	Меня ветер	Norlist
aug_1/aug_1_10_85	453	80	Меня ветер	Norlist
aug_1/aug_1_10_86	315	91	Меня ветер	Norlist
aug_1/aug_1_10_88	449	86	Меня ветер	Norlist
aug_1/aug_1_10_89	529	85	Меня ветер	Norlist
aug_1/aug_1_10_90	344	69	Меня ветер	Norlist
aug_1/aug_1_10_91	415	84	Меня ветер	Norlist
aug_1/aug_1_10_93	533	97	Меня ветер	Norlist
aug_1/aug_1_10_96	400	90	Меня ветер	Norlist
aug_1/aug_1_10_97	364	64	Меня ветер	Norlist
aug_1/aug_1_10_99	370	75	Меня ветер	Norlist
aug_1/aug_1_11_100	350	73	На груди	Norlist
aug_1/aug_1_11_101	293	89	На груди	Norlist
aug_1/aug_1_11_103	417	87	На груди	Norlist
aug_1/aug_1_11_104	287	87	На груди	Norlist
aug_1/aug_1_11_106	453	87	На груди	Norlist
aug_1/aug_1_11_108	291	83	На груди	Norlist
aug_1/aug_1_11_109	294	75	На груди	Norlist
aug_1/aug_1_11_110	359	79	На груди	Norlist
aug_1/aug_1_11_112	291	81	На груди	Norlist
aug_1/aug_1_11_113	238	87	Н груди	Norlist
aug_1/aug_1_11_114	315	81	На груди	Daniyar Borisovich
aug_1/aug_1_11_116	363	83	На груди	Norlist
aug_1/aug_1_11_118	382	71	На груди	Norlist
aug_1/aug_1_11_119	289	85	На груди	Norlist
aug_1/aug_1_11_120	305	80	На груди	Norlist
aug_1/aug_1_11_122	178	57	На груди	Norlist
aug_1/aug_1_11_172	274	63	На груди	Norlist
aug_1/aug_1_11_221	312	91	На груди	Norlist
aug_1/aug_1_11_63	278	95	На груди	Norlist
aug_1/aug_1_11_637	279	71	На груди	Norlist
aug_1/aug_1_11_639	335	90	На груди	Norlist
aug_1/aug_1_11_64	365	72	На груди	Norlist
aug_1/aug_1_11_640	370	89	На груди	Norlist
aug_1/aug_1_11_641	353	82	На груди	Norlist
aug_1/aug_1_11_643	381	85	На груди	Norlist
aug_1/aug_1_11_644	382	64	На груди	Norlist
aug_1/aug_1_11_646	273	76	На груди	Norlist
aug_1/aug_1_11_649	256	70	На груди	Norlist
aug_1/aug_1_11_65	354	78	На груди	Norlist
aug_1/aug_1_11_650	501	90	На груди	Norlist
aug_1/aug_1_11_651	333	76	На груди	Norlist
aug_1/aug_1_11_652	246	100	На груди	Norlist
aug_1/aug_1_11_653	404	73	На груди	Norlist
aug_1/aug_1_11_654	344	79	На груди	Norlist
aug_1/aug_1_11_657	330	71	На груди	Norlist
aug_1/aug_1_11_658	394	86	На груди	Norlist
aug_1/aug_1_11_659	291	80	На груди	Norlist
aug_1/aug_1_11_66	408	81	На груди	Norlist
aug_1/aug_1_11_660	320	82	На груди	Norlist
aug_1/aug_1_11_662	367	80	На груди	Norlist
aug_1/aug_1_11_664	293	84	На груди	Norlist
aug_1/aug_1_11_665	239	65	На груди	Norlist
aug_1/aug_1_11_67	328	69	На груди	Norlist
aug_1/aug_1_11_68	409	98	На груди	Norlist
aug_1/aug_1_11_69	333	70	На груди	Norlist
aug_1/aug_1_11_73	367	62	На груди	Norlist
aug_1/aug_1_11_74	315	88	На груди	Norlist
aug_1/aug_1_11_76	336	90	На груди	Norlist
aug_1/aug_1_11_77	283	55	На груди	Norlist
aug_1/aug_1_11_78	350	93	На груди	Norlist
aug_1/aug_1_11_81	328	90	На груди	Norlist
aug_1/aug_1_11_83	284	74	На груди	Norlist
aug_1/aug_1_11_84	445	77	На груди	Norlist
aug_1/aug_1_11_85	436	75	На груди	Norlist
aug_1/aug_1_11_86	276	76	На груди	Norlist
aug_1/aug_1_11_88	410	95	На груди	Norlist
aug_1/aug_1_11_89	395	75	На груди	Norlist
aug_1/aug_1_11_90	280	73	На груди	Norlist
aug_1/aug_1_11_91	313	73	На груди	Norlist
aug_1/aug_1_11_93	353	99	На груди	Norlist
aug_1/aug_1_11_96	300	82	На груди	Norlist
aug_1/aug_1_11_99	290	82	На груди	Norlist
aug_1/aug_1_12_100	339	62	Обнимает	Norlist
aug_1/aug_1_12_101	389	64	Обнимает,	Norlist
aug_1/aug_1_12_102	416	83	Обнимает,	Daniyar Borisovich
aug_1/aug_1_12_103	492	70	Обнимает,	Norlist
aug_1/aug_1_12_104	285	56	Обнимает	Norlist
aug_1/aug_1_12_105	311	82	Обнимает,	Norlist
aug_1/aug_1_12_106	489	62	Обнимает,	Norlist
